time_stamp, total time, scan point size, incremental time, search time, delete size, delete time, tree size st, tree size end, add point size, preprocess time
1710594606.79826713,0.00673724,11066,0.00000184,0.00000000,0,0.00000000,822,822,1,0.00071893
1710594606.89823055,0.00832710,11107,0.00001653,0.00000000,0,0.00000000,822,819,2,0.00063626
1710594606.99810958,0.00825860,10986,0.00001356,0.00000000,0,0.00000000,819,821,3,0.00069489
1710594607.09825325,0.00761003,11166,0.00000826,0.00000000,0,0.00000000,821,823,2,0.00064658
1710594607.19824004,0.00658867,11133,0.00000388,0.00000000,0,0.00000000,823,823,3,0.00075798
1710594607.29815340,0.00696867,10948,0.00001969,0.00000000,0,0.00000000,823,822,2,0.00068934
1710594607.39809513,0.00827192,11293,0.00002125,0.00000000,0,0.00000000,822,823,5,0.00076793
1710594607.49826717,0.00783693,11047,0.00002033,0.00000000,0,0.00000000,823,827,5,0.00051253
1710594607.59815288,0.00638688,11240,0.00000171,0.00000000,0,0.00000000,827,827,1,0.00071964
1710594607.69827890,0.00824055,11208,0.00001182,0.00000000,0,0.00000000,827,828,3,0.00050156
1710594607.79825544,0.00646564,10953,0.00000820,0.00000000,0,0.00000000,828,830,3,0.00066209
1710594607.89816952,0.00729638,11214,0.00001023,0.00000000,0,0.00000000,830,832,3,0.00073799
1710594607.99828792,0.00881081,11182,0.00001409,0.00000000,0,0.00000000,832,834,3,0.00058866
1710594608.09825730,0.00696572,11048,0.00001156,0.00000000,0,0.00000000,834,837,3,0.00069958
1710594608.19818187,0.00674632,11308,0.00000754,0.00000000,0,0.00000000,837,839,2,0.00073786
1710594608.29828644,0.00765972,11120,0.00000923,0.00000000,0,0.00000000,839,841,2,0.00063979
1710594608.39829183,0.00784515,11052,0.00001134,0.00000000,0,0.00000000,841,842,3,0.00076498
1710594608.49817252,0.00652063,11313,0.00000278,0.00000000,0,0.00000000,842,842,2,0.00074751
1710594608.59830308,0.00720675,11059,0.00000292,0.00000000,0,0.00000000,842,842,1,0.00070235
1710594608.69836283,0.00820709,11177,0.00002754,0.00000000,0,0.00000000,842,845,6,0.00066431
1710594608.79819250,0.00377833,11207,0.00000840,0.00000000,0,0.00000000,845,847,4,0.00072399
1710594608.89814401,0.00450012,10957,0.00000066,0.00000000,0,0.00000000,847,847,0,0.00073930
1710594608.99821782,0.00756300,11246,0.00000665,0.00000000,0,0.00000000,847,848,2,0.00058643
1710594609.09821439,0.00586983,11198,0.00000943,0.00000000,0,0.00000000,848,845,2,0.00068995
1710594609.19832110,0.00851436,11127,0.00002497,0.00000000,0,0.00000000,845,849,5,0.00025865
1710594609.29830170,0.00731391,11314,0.00002116,0.00000000,0,0.00000000,849,852,5,0.00047950
1710594609.39824128,0.00726299,11071,0.00001248,0.00000000,0,0.00000000,852,850,5,0.00057588
1710594609.49832273,0.00707403,11061,0.00006034,0.00000000,0,0.00000000,850,826,4,0.00053346
1710594609.59827518,0.00677605,11230,0.00000822,0.00000000,0,0.00000000,826,828,3,0.00070459
1710594609.69821787,0.00753515,10930,0.00000969,0.00000000,0,0.00000000,828,829,3,0.00069316
1710594609.79846692,0.00642190,11140,0.00001036,0.00000000,0,0.00000000,829,833,4,0.00062986
1710594609.89824176,0.00790784,11178,0.00000266,0.00000000,0,0.00000000,833,833,1,0.00062935
1710594609.99821854,0.00656029,10931,0.00000887,0.00000000,0,0.00000000,833,835,4,0.00058212
1710594610.09834337,0.00809113,11148,0.00000959,0.00000000,0,0.00000000,835,836,2,0.00056141
1710594610.19829583,0.00806861,11112,0.00000599,0.00000000,0,0.00000000,836,836,3,0.00095536
1710594610.29823995,0.00725866,10899,0.00000296,0.00000000,0,0.00000000,836,836,1,0.00062630
1710594610.39832211,0.00694707,11144,0.00001762,0.00000000,0,0.00000000,836,840,5,0.00079322
1710594610.49829292,0.00683056,10926,0.00001531,0.00000000,0,0.00000000,840,843,5,0.00060732
1710594610.59822869,0.00880951,10911,0.00000602,0.00000000,0,0.00000000,843,844,1,0.00061251
1710594610.69818473,0.00842432,11104,0.00001284,0.00000000,0,0.00000000,844,846,3,0.00061238
1710594610.79829550,0.00732028,10963,0.00001738,0.00000000,0,0.00000000,846,846,5,0.00062304
1710594610.89824009,0.00505798,11046,0.00000677,0.00000000,0,0.00000000,846,847,2,0.00063083
1710594610.99835777,0.00815966,11122,0.00001308,0.00000000,0,0.00000000,847,849,3,0.00075267
1710594611.09830046,0.00656924,10982,0.00006789,0.00000000,0,0.00000000,849,827,6,0.00071960
1710594611.19821906,0.00779003,11129,0.00000359,0.00000000,0,0.00000000,827,827,1,0.00083104
1710594611.29843521,0.00850613,10922,0.00005772,0.00000000,0,0.00000000,827,812,6,0.00064369
1710594611.39844179,0.00721152,10825,0.00001626,0.00000000,0,0.00000000,812,815,6,0.00071966
1710594611.49823880,0.00779679,11106,0.00002017,0.00000000,0,0.00000000,815,809,3,0.00067775
1710594611.59837508,0.00689192,11029,0.00001774,0.00000000,0,0.00000000,809,812,3,0.00083434
1710594611.69833493,0.00695634,10830,0.00001601,0.00000000,0,0.00000000,812,815,5,0.00070714
1710594611.79824209,0.00566781,11099,0.00000777,0.00000000,0,0.00000000,815,818,4,0.00055040
1710594611.89838767,0.00848968,11013,0.00004841,0.00000000,0,0.00000000,818,815,4,0.00073577
1710594611.99832225,0.00673200,10928,0.00001251,0.00000000,0,0.00000000,815,818,3,0.00061835
1710594612.09827018,0.00590554,11091,0.00000860,0.00000000,0,0.00000000,818,820,3,0.00060897
1710594612.19836974,0.00801226,10873,0.00002825,0.00000000,0,0.00000000,820,821,4,0.00058761
1710594612.29842186,0.00666506,11028,0.00003112,0.00000000,0,0.00000000,821,815,4,0.00066430
1710594612.39827728,0.00698392,11122,0.00001436,0.00000000,0,0.00000000,815,818,4,0.00053863
1710594612.49838090,0.00777820,10861,0.00000112,0.00000000,0,0.00000000,818,818,0,0.00066971
1710594612.59835339,0.00646017,11113,0.00000522,0.00000000,0,0.00000000,818,820,2,0.00093742
1710594612.69829249,0.00740274,11003,0.00001127,0.00000000,0,0.00000000,820,821,4,0.00063906
1710594612.79822898,0.00743448,10890,0.00005412,0.00000000,0,0.00000000,821,825,11,0.00077007
1710594612.89833498,0.00768577,11159,0.00003980,0.00000000,0,0.00000000,825,821,2,0.00067939
1710594612.99835801,0.00686225,11039,0.00002707,0.00000000,0,0.00000000,821,828,7,0.00055286
1710594613.09823132,0.00769956,11018,0.00000788,0.00000000,0,0.00000000,828,829,2,0.00055872
1710594613.19837356,0.00751228,11059,0.00003651,0.00000000,0,0.00000000,829,834,6,0.00085945
1710594613.29831672,0.00769983,10927,0.00001443,0.00000000,0,0.00000000,834,835,2,0.00054090
1710594613.39832568,0.00720450,11151,0.00000874,0.00000000,0,0.00000000,835,837,2,0.00060980
1710594613.49835467,0.00699083,11104,0.00001969,0.00000000,0,0.00000000,837,839,4,0.00054770
1710594613.59828091,0.00617727,10878,0.00000222,0.00000000,0,0.00000000,839,839,2,0.00056797
1710594613.69843841,0.00738761,11071,0.00001818,0.00000000,0,0.00000000,839,842,4,0.00062677
1710594613.79845476,0.00686567,11057,0.00001107,0.00000000,0,0.00000000,842,845,4,0.00059143
1710594613.89829230,0.00714024,11054,0.00001639,0.00000000,0,0.00000000,845,835,2,0.00067830
1710594613.99841595,0.00882141,11159,0.00001283,0.00000000,0,0.00000000,835,837,4,0.00064270
1710594614.09836960,0.00636659,11034,0.00001715,0.00000000,0,0.00000000,837,837,8,0.00070441
1710594614.19836497,0.00620184,11161,0.00001079,0.00000000,0,0.00000000,837,837,3,0.00078599
1710594614.29842401,0.00683945,11268,0.00004527,0.00000000,0,0.00000000,837,833,8,0.00067359
1710594614.39849496,0.00665003,10981,0.00000342,0.00000000,0,0.00000000,833,833,2,0.00041256
1710594614.49837995,0.00684279,11199,0.00001373,0.00000000,0,0.00000000,833,835,6,0.00067784
1710594614.59851766,0.00697518,11209,0.00001228,0.00000000,0,0.00000000,835,837,4,0.00076053
1710594614.69841290,0.00677656,11005,0.00001326,0.00000000,0,0.00000000,837,839,3,0.00055420
1710594614.79832482,0.00688830,11256,0.00001122,0.00000000,0,0.00000000,839,841,3,0.00083059
1710594614.89828634,0.00771435,11157,0.00001809,0.00000000,0,0.00000000,841,842,3,0.00071739
1710594614.99836993,0.00691537,11146,0.00002935,0.00000000,0,0.00000000,842,825,1,0.00060022
1710594615.09833813,0.00620724,11417,0.00002433,0.00000000,0,0.00000000,825,822,7,0.00056730
1710594615.19850731,0.00764337,11089,0.00001116,0.00000000,0,0.00000000,822,823,4,0.00061087
1710594615.29844594,0.00635796,11259,0.00001515,0.00000000,0,0.00000000,823,809,4,0.00054642
1710594615.39835739,0.00737458,11254,0.00000803,0.00000000,0,0.00000000,809,810,2,0.00073321
1710594615.49847269,0.00751631,10992,0.00001408,0.00000000,0,0.00000000,810,813,3,0.00080060
1710594615.59843779,0.00622692,11191,0.00000693,0.00000000,0,0.00000000,813,815,3,0.00072893
1710594615.69833040,0.00737946,11090,0.00002943,0.00000000,0,0.00000000,815,809,2,0.00055233
1710594615.79830289,0.00599159,11091,0.00000901,0.00000000,0,0.00000000,809,812,3,0.00079068
1710594615.89846396,0.00788226,11276,0.00000828,0.00000000,0,0.00000000,812,813,2,0.00054043
1710594615.99835753,0.00629934,11064,0.00000503,0.00000000,0,0.00000000,813,814,1,0.00072607
1710594616.09845829,0.00517899,11241,0.00000035,0.00000000,0,0.00000000,814,814,0,0.00071239
1710594616.19845343,0.00677910,11318,0.00004560,0.00000000,0,0.00000000,814,802,5,0.00076071
1710594616.29839945,0.00596126,11006,0.00000312,0.00000000,0,0.00000000,802,802,3,0.00065955
1710594616.39851999,0.00632620,11150,0.00001310,0.00000000,0,0.00000000,802,801,8,0.00063534
1710594616.49843097,0.00619502,11127,0.00001595,0.00000000,0,0.00000000,801,801,7,0.00061483
1710594616.59842706,0.00678626,10885,0.00000048,0.00000000,0,0.00000000,801,801,0,0.00077158
1710594616.69834256,0.00700109,11247,0.00002995,0.00000000,0,0.00000000,801,804,7,0.00102428
1710594616.79846573,0.00608972,11124,0.00000366,0.00000000,0,0.00000000,804,805,1,0.00072798
1710594616.89839792,0.00621848,10986,0.00000614,0.00000000,0,0.00000000,805,806,2,0.00070279
1710594616.99854040,0.00797670,11237,0.00002663,0.00000000,0,0.00000000,806,808,4,0.00056718
1710594617.09845710,0.00800910,11064,0.00000734,0.00000000,0,0.00000000,808,810,3,0.00055418
1710594617.19839430,0.00472969,10901,0.00001861,0.00000000,0,0.00000000,810,812,6,0.00055490
1710594617.29844403,0.00781533,11189,0.00000538,0.00000000,0,0.00000000,812,812,3,0.00062990
1710594617.39845157,0.00686377,11012,0.00003181,0.00000000,0,0.00000000,812,811,7,0.00114307
1710594617.49839616,0.00624671,10878,0.00002461,0.00000000,0,0.00000000,811,814,8,0.00056637
1710594617.59834743,0.00673679,11049,0.00001645,0.00000000,0,0.00000000,814,815,4,0.00029381
1710594617.69847870,0.00695724,10963,0.00001395,0.00000000,0,0.00000000,815,815,3,0.00058290
1710594617.79847884,0.00625719,10961,0.00001367,0.00000000,0,0.00000000,815,816,3,0.00060802
1710594617.89834046,0.00699812,11094,0.00000704,0.00000000,0,0.00000000,816,817,2,0.00070393
1710594617.99847794,0.00689942,10918,0.00003318,0.00000000,0,0.00000000,817,816,8,0.00072274
1710594618.09845519,0.00737953,10971,0.00004064,0.00000000,0,0.00000000,816,818,5,0.00072570
1710594618.19840217,0.00643831,11047,0.00000254,0.00000000,0,0.00000000,818,818,2,0.00076560
1710594618.29865932,0.00732450,10836,0.00005661,0.00000000,0,0.00000000,818,803,4,0.00061103
1710594618.39845085,0.00626187,11022,0.00001563,0.00000000,0,0.00000000,803,808,7,0.00079980
1710594618.49853826,0.00733328,10921,0.00001238,0.00000000,0,0.00000000,808,810,3,0.00069703
1710594618.59849739,0.00724258,10867,0.00005770,0.00000000,0,0.00000000,810,809,7,0.00094035
1710594618.69846368,0.00694682,11053,0.00003247,0.00000000,0,0.00000000,809,804,5,0.00074971
1710594618.79867768,0.00608165,10863,0.00001932,0.00000000,0,0.00000000,804,812,8,0.00094170
1710594618.89852142,0.00715731,10875,0.00004619,0.00000000,0,0.00000000,812,807,7,0.00054680
1710594618.99841046,0.00695878,11144,0.00004725,0.00000000,0,0.00000000,807,808,8,0.00055007
1710594619.09854293,0.00632689,10887,0.00001308,0.00000000,0,0.00000000,808,812,6,0.00068201
1710594619.19853783,0.00755031,11006,0.00002240,0.00000000,0,0.00000000,812,816,6,0.00073076
1710594619.29844427,0.00583906,11098,0.00002643,0.00000000,0,0.00000000,816,799,6,0.00052225
1710594619.39854670,0.00654217,10805,0.00001214,0.00000000,0,0.00000000,799,802,4,0.00056042
1710594619.49844551,0.00686806,11067,0.00000459,0.00000000,0,0.00000000,802,803,1,0.00052502
1710594619.59845567,0.00647687,10990,0.00000558,0.00000000,0,0.00000000,803,804,2,0.00055955
1710594619.69836617,0.00715264,10824,0.00002871,0.00000000,0,0.00000000,804,804,4,0.00055218
1710594619.79850602,0.00605478,11144,0.00001420,0.00000000,0,0.00000000,804,801,4,0.00094573
1710594619.89853001,0.00775302,11134,0.00003954,0.00000000,0,0.00000000,801,804,9,0.00066400
1710594619.99840617,0.00633847,10983,0.00000602,0.00000000,0,0.00000000,804,805,1,0.00066264
1710594620.09863424,0.00850825,10988,0.00000518,0.00000000,0,0.00000000,805,805,1,0.00062989
1710594620.19842196,0.00733057,11076,0.00001604,0.00000000,0,0.00000000,805,807,5,0.00061995
1710594620.29857922,0.00673940,10952,0.00000554,0.00000000,0,0.00000000,807,808,2,0.00059983
1710594620.39858174,0.00700535,11086,0.00005339,0.00000000,0,0.00000000,808,802,5,0.00066780
1710594620.49843550,0.00659105,10872,0.00002504,0.00000000,0,0.00000000,802,806,5,0.00062072
1710594620.59840631,0.00680746,11147,0.00004084,0.00000000,0,0.00000000,806,811,12,0.00053416
1710594620.69855714,0.00736066,11084,0.00004726,0.00000000,0,0.00000000,811,802,10,0.00084722
1710594620.79846430,0.00628151,10968,0.00000591,0.00000000,0,0.00000000,802,805,3,0.00066101
1710594620.89858603,0.00701414,11113,0.00002499,0.00000000,0,0.00000000,805,808,8,0.00055790
1710594620.99853754,0.00713713,11125,0.00003456,0.00000000,0,0.00000000,808,810,7,0.00070907
1710594621.09846163,0.00686536,11178,0.00001084,0.00000000,0,0.00000000,810,810,4,0.00067576
1710594621.19859385,0.00668558,11283,0.00001290,0.00000000,0,0.00000000,810,809,4,0.00057743
1710594621.29856658,0.00586460,10954,0.00001181,0.00000000,0,0.00000000,809,813,7,0.00068510
1710594621.39847827,0.00693288,11191,0.00006217,0.00000000,0,0.00000000,813,805,11,0.00059170
1710594621.49842763,0.00690966,11265,0.00000255,0.00000000,0,0.00000000,805,805,1,0.00076593
1710594621.59858942,0.00689339,10978,0.00000699,0.00000000,0,0.00000000,805,806,1,0.00078543
1710594621.69848633,0.00754590,11195,0.00004838,0.00000000,0,0.00000000,806,805,6,0.00068496
1710594621.79859781,0.00599813,11175,0.00000838,0.00000000,0,0.00000000,805,807,2,0.00060570
1710594621.89855099,0.01041684,11108,0.00001863,0.00000000,0,0.00000000,807,807,6,0.00062269
1710594621.99848580,0.00776860,11389,0.00002246,0.00000000,0,0.00000000,807,808,6,0.00055756
1710594622.09860349,0.00507640,11115,0.00000048,0.00000000,0,0.00000000,808,808,0,0.00068404
1710594622.19865441,0.00688947,11111,0.00001311,0.00000000,0,0.00000000,808,810,3,0.00059222
1710594622.29850459,0.00691151,11359,0.00002569,0.00000000,0,0.00000000,810,809,5,0.00069182
1710594622.39862323,0.00651481,11020,0.00000169,0.00000000,0,0.00000000,809,809,1,0.00058771
1710594622.49860573,0.00710070,11200,0.00000770,0.00000000,0,0.00000000,809,811,3,0.00040245
1710594622.59852529,0.00784331,11215,0.00001908,0.00000000,0,0.00000000,811,814,6,0.00056008
1710594622.69843936,0.00735432,11022,0.00001907,0.00000000,0,0.00000000,814,817,6,0.00062371
1710594622.79860640,0.00683726,11246,0.00000454,0.00000000,0,0.00000000,817,818,2,0.00078371
1710594622.89854050,0.00890467,11121,0.00000639,0.00000000,0,0.00000000,818,818,3,0.00073375
1710594622.99839711,0.00348277,11037,0.00002128,0.00000000,0,0.00000000,818,824,10,0.00069977
1710594623.09862494,0.00705911,11295,0.00001015,0.00000000,0,0.00000000,824,826,4,0.00060409
1710594623.19854021,0.00870246,11147,0.00000840,0.00000000,0,0.00000000,826,827,3,0.00066269
1710594623.29864764,0.00775859,11012,0.00002614,0.00000000,0,0.00000000,827,828,5,0.00063137
1710594623.39859867,0.00698143,11191,0.00000628,0.00000000,0,0.00000000,828,829,2,0.00024221
1710594623.49855089,0.00706662,10943,0.00001181,0.00000000,0,0.00000000,829,830,2,0.00073284
1710594623.59847307,0.00574912,11117,0.00000471,0.00000000,0,0.00000000,830,832,3,0.00077661
1710594623.69854593,0.00642834,11195,0.00001490,0.00000000,0,0.00000000,832,831,5,0.00073925
1710594623.79856396,0.00819910,10892,0.00003389,0.00000000,0,0.00000000,831,829,4,0.00056747
1710594623.89843559,0.00822998,11183,0.00001628,0.00000000,0,0.00000000,829,831,4,0.00073701
1710594623.99858809,0.00496930,11124,0.00000852,0.00000000,0,0.00000000,831,834,5,0.00056640
1710594624.09854293,0.00655202,10873,0.00002573,0.00000000,0,0.00000000,834,829,5,0.00056517
1710594624.19853449,0.00724285,11187,0.00001777,0.00000000,0,0.00000000,829,832,5,0.00081764
1710594624.29860735,0.00711773,11012,0.00000400,0.00000000,0,0.00000000,832,833,1,0.00072371
1710594624.39856339,0.00790337,10939,0.00009158,0.00000000,0,0.00000000,833,819,9,0.00077493
1710594624.49847841,0.00604141,11074,0.00001822,0.00000000,0,0.00000000,819,813,10,0.00062228
1710594624.59864044,0.00691873,11041,0.00001078,0.00000000,0,0.00000000,813,815,4,0.00056367
1710594624.69869590,0.00645369,10953,0.00004064,0.00000000,0,0.00000000,815,816,11,0.00069426
1710594624.79860735,0.00748852,11212,0.00005784,0.00000000,0,0.00000000,816,801,7,0.00061764
1710594624.89861822,0.00850386,10988,0.00001168,0.00000000,0,0.00000000,801,803,2,0.00055002
1710594624.99853969,0.00669834,10959,0.00000321,0.00000000,0,0.00000000,803,803,3,0.00057819
1710594625.09851766,0.00663147,11090,0.00000697,0.00000000,0,0.00000000,803,805,2,0.00079164
1710594625.19876051,0.00744589,10888,0.00001280,0.00000000,0,0.00000000,805,806,3,0.00087374
1710594625.29862761,0.00750336,10989,0.00001463,0.00000000,0,0.00000000,806,809,6,0.00068107
1710594625.39847684,0.00682267,11165,0.00000153,0.00000000,0,0.00000000,809,809,1,0.00105493
1710594625.49866605,0.00730522,10864,0.00001106,0.00000000,0,0.00000000,809,811,3,0.00077570
1710594625.59843206,0.00353975,10986,0.00000593,0.00000000,0,0.00000000,811,812,2,0.00058093
1710594625.69850850,0.00298221,11123,0.00001952,0.00000000,0,0.00000000,812,817,9,0.00080926
1710594625.79867220,0.00634711,10915,0.00000752,0.00000000,0,0.00000000,817,820,4,0.00069805
1710594625.89858246,0.00731999,11128,0.00001594,0.00000000,0,0.00000000,820,825,6,0.00085491
1710594625.99845815,0.00629798,10983,0.00001372,0.00000000,0,0.00000000,825,828,8,0.00029415
1710594626.09867859,0.00774589,10919,0.00001371,0.00000000,0,0.00000000,828,830,2,0.00022014
1710594626.19860840,0.00762821,11068,0.00001457,0.00000000,0,0.00000000,830,833,6,0.00057695
1710594626.29868579,0.00707071,10947,0.00000827,0.00000000,0,0.00000000,833,835,6,0.00067207
1710594626.39878535,0.00670021,11021,0.00000204,0.00000000,0,0.00000000,835,835,2,0.00056022
1710594626.49863029,0.00734253,11026,0.00001845,0.00000000,0,0.00000000,835,838,3,0.00055512
1710594626.59850836,0.00745174,10813,0.00001399,0.00000000,0,0.00000000,838,840,3,0.00058117
1710594626.69858980,0.00644563,11139,0.00000757,0.00000000,0,0.00000000,840,842,4,0.00083351
1710594626.79877663,0.00663994,11142,0.00002127,0.00000000,0,0.00000000,842,843,6,0.00094686
1710594626.89854288,0.00762797,10887,0.00001357,0.00000000,0,0.00000000,843,837,2,0.00056109
1710594626.99846101,0.00854897,11098,0.00000253,0.00000000,0,0.00000000,837,837,1,0.00081581
1710594627.09857750,0.00609044,11069,0.00000697,0.00000000,0,0.00000000,837,839,2,0.00080451
1710594627.19854903,0.00693199,11039,0.00001318,0.00000000,0,0.00000000,839,841,2,0.00084408
1710594627.29846597,0.00709487,11199,0.00007108,0.00000000,0,0.00000000,841,828,10,0.00071065
1710594627.39862585,0.00725309,10955,0.00001881,0.00000000,0,0.00000000,828,832,5,0.00077254
1710594627.49856830,0.00764008,11081,0.00004727,0.00000000,0,0.00000000,832,829,8,0.00057828
1710594627.59870028,0.00669498,11067,0.00004613,0.00000000,0,0.00000000,829,819,6,0.00061561
1710594627.69863129,0.00766912,10840,0.00002876,0.00000000,0,0.00000000,819,824,7,0.00055885
1710594627.79856491,0.00747979,11111,0.00001739,0.00000000,0,0.00000000,824,822,5,0.00056107
1710594627.89848900,0.00740587,11189,0.00000270,0.00000000,0,0.00000000,822,822,1,0.00070609
1710594627.99861455,0.00700701,10871,0.00000560,0.00000000,0,0.00000000,822,822,3,0.00055450
1710594628.09853268,0.00576240,11259,0.00001304,0.00000000,0,0.00000000,822,826,5,0.00066209
1710594628.19876575,0.00688737,11048,0.00001443,0.00000000,0,0.00000000,826,829,4,0.00065507
1710594628.29865122,0.00795524,11184,0.00006757,0.00000000,0,0.00000000,829,822,4,0.00053269
1710594628.39855790,0.00788216,11251,0.00003545,0.00000000,0,0.00000000,822,824,7,0.00087208
1710594628.49874282,0.00659598,10916,0.00000613,0.00000000,0,0.00000000,824,825,1,0.00078034
1710594628.59866357,0.00641354,11222,0.00000849,0.00000000,0,0.00000000,825,827,4,0.00060090
1710594628.69858432,0.00662034,11199,0.00002591,0.00000000,0,0.00000000,827,828,4,0.00079503
1710594628.79849982,0.00664317,11059,0.00001067,0.00000000,0,0.00000000,828,831,3,0.00072853
1710594628.89868808,0.00711419,11320,0.00001412,0.00000000,0,0.00000000,831,834,5,0.00076040
1710594628.99858284,0.00654687,11074,0.00002141,0.00000000,0,0.00000000,834,831,4,0.00074555
1710594629.09855795,0.00677979,11229,0.00000453,0.00000000,0,0.00000000,831,832,2,0.00053524
1710594629.19869280,0.00613005,11272,0.00001387,0.00000000,0,0.00000000,832,834,4,0.00072357
1710594629.29859734,0.00256120,11039,0.00001159,0.00000000,0,0.00000000,834,839,7,0.00053772
1710594629.39850712,0.00735111,11227,0.00000649,0.00000000,0,0.00000000,839,840,2,0.00092385
1710594629.49843574,0.00741054,11101,0.00003869,0.00000000,0,0.00000000,840,843,8,0.00060647
1710594629.59860229,0.00702473,11003,0.00000714,0.00000000,0,0.00000000,843,845,3,0.00063821
1710594629.69850254,0.00777318,11241,0.00002566,0.00000000,0,0.00000000,845,843,4,0.00018892
1710594629.79856968,0.00787588,11211,0.00004972,0.00000000,0,0.00000000,843,833,7,0.00054799
1710594629.89855003,0.00739991,11026,0.00001166,0.00000000,0,0.00000000,833,835,3,0.00057845
1710594629.99855351,0.00636412,11447,0.00003564,0.00000000,0,0.00000000,835,824,10,0.00069886
1710594630.09879088,0.00734933,10975,0.00003812,0.00000000,0,0.00000000,824,826,9,0.00082290
1710594630.19858479,0.00690906,11072,0.00000637,0.00000000,0,0.00000000,826,827,2,0.00071067
1710594630.29853106,0.00642721,11233,0.00002648,0.00000000,0,0.00000000,827,819,7,0.00063679
1710594630.39871407,0.00584062,10837,0.00000717,0.00000000,0,0.00000000,819,821,3,0.00060154
1710594630.49862719,0.00609823,11035,0.00000730,0.00000000,0,0.00000000,821,823,4,0.00053104
1710594630.59848762,0.00670887,11185,0.00000867,0.00000000,0,0.00000000,823,825,3,0.00087878
1710594630.69871926,0.00628669,10880,0.00001395,0.00000000,0,0.00000000,825,827,5,0.00064508
1710594630.79863548,0.00846766,11229,0.00001613,0.00000000,0,0.00000000,827,829,4,0.00054199
1710594630.89853215,0.00881053,11118,0.00006223,0.00000000,0,0.00000000,829,823,5,0.00077328
1710594630.99873495,0.00738338,10758,0.00001242,0.00000000,0,0.00000000,823,827,7,0.00070741
1710594631.09853172,0.00694477,11283,0.00002868,0.00000000,0,0.00000000,827,824,6,0.00074535
1710594631.19857097,0.00744265,10883,0.00001601,0.00000000,0,0.00000000,824,826,4,0.00083222
1710594631.29853201,0.00265996,11069,0.00001611,0.00000000,0,0.00000000,826,833,9,0.00059853
1710594631.39863205,0.00738178,11004,0.00000461,0.00000000,0,0.00000000,833,833,2,0.00084535
1710594631.49859428,0.00701992,10911,0.00002397,0.00000000,0,0.00000000,833,838,6,0.00081591
1710594631.59850836,0.00756345,11163,0.00001724,0.00000000,0,0.00000000,838,842,4,0.00077683
1710594631.69868541,0.00675105,11011,0.00001217,0.00000000,0,0.00000000,842,843,5,0.00032358
1710594631.79855776,0.00692359,11018,0.00003233,0.00000000,0,0.00000000,843,850,8,0.00054794
1710594631.89847016,0.00816253,11110,0.00003807,0.00000000,0,0.00000000,850,840,5,0.00079338
1710594631.99868774,0.00842883,10982,0.00002043,0.00000000,0,0.00000000,840,842,4,0.00101521
1710594632.09860778,0.00919695,10860,0.00003459,0.00000000,0,0.00000000,842,845,3,0.00055154
1710594632.19849420,0.00876522,11043,0.00001584,0.00000000,0,0.00000000,845,847,3,0.00079257
1710594632.29867935,0.00613874,11033,0.00000358,0.00000000,0,0.00000000,847,848,1,0.00050977
1710594632.39861012,0.00798071,10875,0.00000050,0.00000000,0,0.00000000,848,848,0,0.00079815
1710594632.49854112,0.00844621,11067,0.00002423,0.00000000,0,0.00000000,848,846,4,0.00069055
1710594632.59844685,0.01005817,10893,0.00000981,0.00000000,0,0.00000000,846,848,3,0.00090718
1710594632.69860721,0.00834296,11063,0.00003753,0.00000000,0,0.00000000,848,850,3,0.00059786
1710594632.79853535,0.00785957,11067,0.00001140,0.00000000,0,0.00000000,850,852,3,0.00076665
1710594632.89769244,0.00726547,10967,0.00001222,0.00000000,0,0.00000000,852,855,5,0.00100666
1710594632.99859357,0.00686578,11077,0.00000787,0.00000000,0,0.00000000,855,857,3,0.00113498
1710594633.09856057,0.00729335,11005,0.00001090,0.00000000,0,0.00000000,857,859,3,0.00087010
1710594633.19846010,0.00721535,10876,0.00002700,0.00000000,0,0.00000000,859,865,7,0.00066248
1710594633.29862666,0.00675933,11061,0.00003774,0.00000000,0,0.00000000,865,866,7,0.00065984
1710594633.39857435,0.00712528,10962,0.00004474,0.00000000,0,0.00000000,866,857,5,0.00076266
1710594633.49849081,0.00710593,10958,0.00003522,0.00000000,0,0.00000000,857,864,8,0.00053827
1710594633.59860039,0.00682990,11053,0.00001470,0.00000000,0,0.00000000,864,861,5,0.00078765
1710594633.69854760,0.00725514,11025,0.00003393,0.00000000,0,0.00000000,861,863,7,0.00083680
1710594633.79848790,0.00755928,11101,0.00002572,0.00000000,0,0.00000000,863,864,4,0.00076258
1710594633.89864087,0.00900492,11127,0.00004212,0.00000000,0,0.00000000,864,856,5,0.00058936
1710594633.99852109,0.00485679,10984,0.00001248,0.00000000,0,0.00000000,856,858,5,0.00057599
1710594634.09871292,0.00414626,11100,0.00000604,0.00000000,0,0.00000000,858,859,1,0.00090082
1710594634.19870806,0.00833506,11099,0.00004289,0.00000000,0,0.00000000,859,856,5,0.00072897
1710594634.29852009,0.00795357,10854,0.00000931,0.00000000,0,0.00000000,856,857,2,0.00061217
1710594634.39851165,0.00647896,11146,0.00000433,0.00000000,0,0.00000000,857,858,3,0.00029937
1710594634.49863458,0.00792857,11060,0.00000991,0.00000000,0,0.00000000,858,859,1,0.00033653
1710594634.59856534,0.00765053,10901,0.00001622,0.00000000,0,0.00000000,859,861,2,0.00089807
