time_stamp, total time, scan point size, incremental time, search time, delete size, delete time, tree size st, tree size end, add point size, preprocess time
1710594587.89801264,0.00948657,11284,0.00005438,0.00000000,0,0.00000000,786,789,9,0.00068127
1710594587.99774194,0.00704070,11077,0.00006138,0.00000000,0,0.00000000,789,793,11,0.00084161
1710594588.09767723,0.00756377,11228,0.00003953,0.00000000,0,0.00000000,793,788,7,0.00078454
1710594588.19782948,0.00831617,11244,0.00013342,0.00000000,0,0.00000000,788,748,18,0.00062507
1710594588.29777408,0.00722750,11012,0.00002982,0.00000000,0,0.00000000,748,756,9,0.00060664
1710594588.39770365,0.00692498,11399,0.00002226,0.00000000,0,0.00000000,756,765,9,0.00070115
1710594588.49785519,0.00744488,11171,0.00004269,0.00000000,0,0.00000000,765,767,10,0.00072761
1710594588.59780312,0.00632680,11175,0.00001681,0.00000000,0,0.00000000,767,769,8,0.00075574
1710594588.69789338,0.00718380,11278,0.00004861,0.00000000,0,0.00000000,769,765,8,0.00056141
1710594588.79767323,0.00495902,11031,0.00001699,0.00000000,0,0.00000000,765,768,5,0.00073997
1710594588.89777231,0.00714368,11075,0.00002851,0.00000000,0,0.00000000,768,770,10,0.00071492
1710594588.99771547,0.00728275,11274,0.00000883,0.00000000,0,0.00000000,770,772,3,0.00082989
1710594589.09789801,0.00616880,10910,0.00002837,0.00000000,0,0.00000000,772,778,12,0.00057241
1710594589.19779634,0.00721852,11154,0.00003755,0.00000000,0,0.00000000,778,786,9,0.00028010
1710594589.29774237,0.00785278,11144,0.00003001,0.00000000,0,0.00000000,786,793,7,0.00061925
1710594589.39787126,0.00713785,10817,0.00007658,0.00000000,0,0.00000000,793,778,11,0.00067342
1710594589.49779320,0.00315048,11180,0.00002217,0.00000000,0,0.00000000,778,779,11,0.00074940
1710594589.59772635,0.00740460,11084,0.00002377,0.00000000,0,0.00000000,779,783,4,0.00074963
1710594589.69784498,0.00661176,10800,0.00001857,0.00000000,0,0.00000000,783,787,5,0.00073587
1710594589.79781485,0.00829970,11195,0.00004322,0.00000000,0,0.00000000,787,792,9,0.00071468
1710594589.89779854,0.00733458,10945,0.00003950,0.00000000,0,0.00000000,792,792,8,0.00036955
1710594589.99785995,0.00731652,10982,0.00004095,0.00000000,0,0.00000000,792,795,10,0.00077545
1710594590.09780955,0.00800998,11104,0.00005130,0.00000000,0,0.00000000,795,803,12,0.00064179
1710594590.19779778,0.00679185,11056,0.00006450,0.00000000,0,0.00000000,803,795,20,0.00077883
1710594590.29787660,0.00759466,11054,0.00010620,0.00000000,0,0.00000000,795,766,9,0.00052920
1710594590.39780307,0.00793181,11024,0.00002419,0.00000000,0,0.00000000,766,774,8,0.00063732
1710594590.49773526,0.00635075,11023,0.00001911,0.00000000,0,0.00000000,774,778,8,0.00075944
1710594590.59790158,0.00355629,11031,0.00000550,0.00000000,0,0.00000000,778,779,4,0.00069776
1710594590.69782972,0.00664810,11002,0.00001340,0.00000000,0,0.00000000,779,780,5,0.00073355
1710594590.79773188,0.00736587,10982,0.00006052,0.00000000,0,0.00000000,780,775,9,0.00083781
1710594590.89788461,0.00759533,11025,0.00001409,0.00000000,0,0.00000000,775,778,5,0.00070393
1710594590.99783492,0.00592642,10914,0.00001663,0.00000000,0,0.00000000,778,778,8,0.00047334
1710594591.09775305,0.00709395,10839,0.00002799,0.00000000,0,0.00000000,778,787,11,0.00067816
1710594591.19777870,0.00741392,11149,0.00001392,0.00000000,0,0.00000000,787,789,3,0.00078142
1710594591.29791021,0.00698121,10964,0.00001251,0.00000000,0,0.00000000,789,791,5,0.00065146
1710594591.39777946,0.00715267,11115,0.00003397,0.00000000,0,0.00000000,791,785,3,0.00060454
1710594591.49786615,0.00636836,11079,0.00002422,0.00000000,0,0.00000000,785,782,10,0.00064611
1710594591.59785295,0.00718392,10864,0.00005002,0.00000000,0,0.00000000,782,790,14,0.00075580
1710594591.69778275,0.00697351,11147,0.00005102,0.00000000,0,0.00000000,790,795,11,0.00054459
1710594591.79787064,0.00620419,11065,0.00001531,0.00000000,0,0.00000000,795,790,6,0.00068018
1710594591.89785743,0.00400625,10796,0.00000952,0.00000000,0,0.00000000,790,792,3,0.00071149
1710594591.99794865,0.00401080,11117,0.00003405,0.00000000,0,0.00000000,792,790,9,0.00076694
1710594592.09773588,0.00585235,10957,0.00002466,0.00000000,0,0.00000000,790,784,4,0.00078738
1710594592.19792151,0.00673760,10908,0.00004125,0.00000000,0,0.00000000,784,792,11,0.00053975
1710594592.29779530,0.00749394,11127,0.00006395,0.00000000,0,0.00000000,792,778,7,0.00030452
1710594592.39774919,0.00722005,11127,0.00000863,0.00000000,0,0.00000000,778,779,3,0.00026129
1710594592.49786520,0.00666354,11014,0.00003078,0.00000000,0,0.00000000,779,792,14,0.00050648
1710594592.59778500,0.00737316,11105,0.00006534,0.00000000,0,0.00000000,792,790,11,0.00083141
1710594592.69777703,0.00660050,11036,0.00002223,0.00000000,0,0.00000000,790,795,6,0.00057986
1710594592.79794121,0.00689710,11135,0.00001311,0.00000000,0,0.00000000,795,798,3,0.00055731
1710594592.89778781,0.00891519,11106,0.00001871,0.00000000,0,0.00000000,798,800,5,0.00072716
1710594592.99779415,0.00684840,10904,0.00003232,0.00000000,0,0.00000000,800,809,11,0.00053628
1710594593.09788036,0.00657456,11071,0.00000762,0.00000000,0,0.00000000,809,812,3,0.00051517
1710594593.19779229,0.00728472,11086,0.00003762,0.00000000,0,0.00000000,812,816,10,0.00055363
1710594593.29798579,0.00624729,11088,0.00011051,0.00000000,0,0.00000000,816,753,13,0.00065330
1710594593.39795709,0.00715140,11122,0.00002697,0.00000000,0,0.00000000,753,759,7,0.00072159
1710594593.49782038,0.00703711,11027,0.00002023,0.00000000,0,0.00000000,759,759,3,0.00053683
1710594593.59799862,0.00704602,11148,0.00001296,0.00000000,0,0.00000000,759,762,5,0.00083548
1710594593.69792414,0.00722486,11167,0.00003411,0.00000000,0,0.00000000,762,763,5,0.00073178
1710594593.79779935,0.00701478,10920,0.00001262,0.00000000,0,0.00000000,763,766,5,0.00074147
1710594593.89799833,0.00729910,11214,0.00002660,0.00000000,0,0.00000000,766,766,7,0.00071233
1710594593.99788499,0.00711209,11201,0.00002148,0.00000000,0,0.00000000,766,774,10,0.00055045
1710594594.09783888,0.00666684,11008,0.00001599,0.00000000,0,0.00000000,774,779,8,0.00068902
1710594594.19798684,0.00776879,11202,0.00003869,0.00000000,0,0.00000000,779,781,6,0.00072931
1710594594.29797149,0.00666751,11068,0.00001065,0.00000000,0,0.00000000,781,786,7,0.00065560
1710594594.39785624,0.00766301,11127,0.00001434,0.00000000,0,0.00000000,786,789,4,0.00071958
1710594594.49780750,0.00639092,11353,0.00001809,0.00000000,0,0.00000000,789,787,6,0.00070489
1710594594.59796619,0.00802410,11073,0.00001167,0.00000000,0,0.00000000,787,789,3,0.00070255
1710594594.69784403,0.00654381,11227,0.00001788,0.00000000,0,0.00000000,789,795,7,0.00083072
1710594594.79790020,0.00801817,11230,0.00002716,0.00000000,0,0.00000000,795,796,4,0.00072708
1710594594.89793634,0.00907927,11002,0.00002271,0.00000000,0,0.00000000,796,798,3,0.00061266
1710594594.99783659,0.00710250,11243,0.00003849,0.00000000,0,0.00000000,798,798,8,0.00076262
1710594595.09782219,0.00594880,11091,0.00001759,0.00000000,0,0.00000000,798,804,8,0.00096500
1710594595.19794679,0.00656442,11116,0.00004242,0.00000000,0,0.00000000,804,782,5,0.00073633
1710594595.29786229,0.00725804,11384,0.00002487,0.00000000,0,0.00000000,782,782,5,0.00069189
1710594595.39798117,0.00760703,11076,0.00001989,0.00000000,0,0.00000000,782,787,7,0.00054245
1710594595.49796128,0.00739377,11173,0.00000878,0.00000000,0,0.00000000,787,788,2,0.00063242
1710594595.59797096,0.00760294,11268,0.00003535,0.00000000,0,0.00000000,788,788,6,0.00082732
1710594595.69786119,0.00825568,11028,0.00002388,0.00000000,0,0.00000000,788,792,6,0.00068527
1710594595.79794669,0.00728949,11124,0.00001882,0.00000000,0,0.00000000,792,796,5,0.00056889
1710594595.89795423,0.00778194,11195,0.00001837,0.00000000,0,0.00000000,796,800,5,0.00071793
1710594595.99801660,0.00709225,10901,0.00000345,0.00000000,0,0.00000000,800,801,2,0.00083907
1710594596.09792876,0.00702097,11184,0.00003154,0.00000000,0,0.00000000,801,805,9,0.00081585
1710594596.19791269,0.00744562,10997,0.00003286,0.00000000,0,0.00000000,805,804,6,0.00069131
1710594596.29790139,0.00742835,10975,0.00002247,0.00000000,0,0.00000000,804,809,7,0.00061128
1710594596.39794755,0.00697148,11221,0.00005007,0.00000000,0,0.00000000,809,812,8,0.00076373
1710594596.49791217,0.00697598,11074,0.00003795,0.00000000,0,0.00000000,812,822,13,0.00089054
1710594596.59793234,0.00778872,10944,0.00004952,0.00000000,0,0.00000000,822,820,9,0.00053821
1710594596.69798326,0.00466607,11142,0.00001354,0.00000000,0,0.00000000,820,822,7,0.00068058
1710594596.79789162,0.00664526,10904,0.00000556,0.00000000,0,0.00000000,822,823,3,0.00069838
1710594596.89804029,0.00735140,11085,0.00002095,0.00000000,0,0.00000000,823,827,7,0.00080631
1710594596.99794817,0.00681321,11063,0.00002463,0.00000000,0,0.00000000,827,825,7,0.00072854
1710594597.09790111,0.00833315,10986,0.00052337,0.00000000,0,0.00000000,825,650,10,0.00073101
1710594597.19786286,0.00813742,11123,0.00002060,0.00000000,0,0.00000000,650,653,4,0.00069211
1710594597.29798007,0.00646693,11021,0.00002385,0.00000000,0,0.00000000,653,663,11,0.00063340
1710594597.39789510,0.00645259,10905,0.00001038,0.00000000,0,0.00000000,663,669,7,0.00068650
1710594597.49786210,0.00738920,11133,0.00001750,0.00000000,0,0.00000000,669,673,6,0.00056276
1710594597.59800506,0.00771799,10971,0.00000043,0.00000000,0,0.00000000,673,673,0,0.00053868
1710594597.69791079,0.00644219,10949,0.00001850,0.00000000,0,0.00000000,673,677,7,0.00071916
1710594597.79804373,0.00773095,11013,0.00001827,0.00000000,0,0.00000000,677,680,5,0.00054527
1710594597.89800501,0.00709930,10872,0.00002638,0.00000000,0,0.00000000,680,686,7,0.00074211
1710594597.99791408,0.00618008,10855,0.00001113,0.00000000,0,0.00000000,686,690,4,0.00070313
1710594598.09788823,0.00675155,11144,0.00001614,0.00000000,0,0.00000000,690,694,5,0.00054738
1710594598.19801903,0.00775834,10910,0.00001648,0.00000000,0,0.00000000,694,697,4,0.00068418
1710594598.29793215,0.00667241,11089,0.00002943,0.00000000,0,0.00000000,697,700,5,0.00052592
1710594598.39804077,0.00757472,10969,0.00002331,0.00000000,0,0.00000000,700,706,6,0.00079498
1710594598.49801898,0.00754732,10860,0.00001755,0.00000000,0,0.00000000,706,708,4,0.00055470
1710594598.59794116,0.00677230,11116,0.00001302,0.00000000,0,0.00000000,708,710,4,0.00078212
1710594598.69807029,0.00444322,10864,0.00000245,0.00000000,0,0.00000000,710,710,1,0.00082613
1710594598.79800415,0.00618976,10849,0.00000418,0.00000000,0,0.00000000,710,711,1,0.00066444
1710594598.89796114,0.00688820,11012,0.00002947,0.00000000,0,0.00000000,711,715,9,0.00072981
1710594598.99791241,0.00693788,10845,0.00000787,0.00000000,0,0.00000000,715,716,2,0.00064236
1710594599.09801602,0.00686042,11004,0.00001618,0.00000000,0,0.00000000,716,720,4,0.00034558
1710594599.19796681,0.00731623,11242,0.00002477,0.00000000,0,0.00000000,720,724,5,0.00054569
1710594599.29810476,0.00727840,10941,0.00001766,0.00000000,0,0.00000000,724,720,1,0.00058607
1710594599.39803505,0.00782778,11068,0.00001242,0.00000000,0,0.00000000,720,722,3,0.00052945
1710594599.49793553,0.00742636,11153,0.00002209,0.00000000,0,0.00000000,722,723,3,0.00054016
1710594599.59792161,0.00501485,10908,0.00000903,0.00000000,0,0.00000000,723,726,4,0.00065812
1710594599.69803262,0.00676768,11118,0.00003496,0.00000000,0,0.00000000,726,727,7,0.00069479
1710594599.79794645,0.00732696,11091,0.00003625,0.00000000,0,0.00000000,727,724,4,0.00072964
1710594599.89807200,0.00811196,10946,0.00001742,0.00000000,0,0.00000000,724,728,6,0.00064900
1710594599.99801350,0.00738770,11149,0.00003592,0.00000000,0,0.00000000,728,728,5,0.00047683
1710594600.09800577,0.00696472,10994,0.00001338,0.00000000,0,0.00000000,728,728,2,0.00058022
1710594600.19809914,0.00828565,11116,0.00003854,0.00000000,0,0.00000000,728,724,5,0.00058631
1710594600.29807734,0.00720773,11157,0.00001148,0.00000000,0,0.00000000,724,726,3,0.00065919
1710594600.39796734,0.05288280,10967,0.00000806,0.00000000,0,0.00000000,726,728,2,0.00054247
1710594600.49849772,0.00278457,11284,0.00000838,0.00000000,0,0.00000000,728,731,5,0.00062987
1710594600.59809780,0.00643581,11131,0.00000730,0.00000000,0,0.00000000,731,733,3,0.00069305
1710594600.69799376,0.00700207,10975,0.00000689,0.00000000,0,0.00000000,733,735,3,0.00055713
1710594600.79795551,0.00703700,11283,0.00002801,0.00000000,0,0.00000000,735,740,10,0.00026302
1710594600.89810467,0.00746897,11072,0.00001287,0.00000000,0,0.00000000,740,743,3,0.00021576
1710594600.99799132,0.00728822,11083,0.00002041,0.00000000,0,0.00000000,743,743,3,0.00072246
1710594601.09796095,0.00872691,11312,0.00001384,0.00000000,0,0.00000000,743,746,3,0.00073888
1710594601.19807887,0.00845832,11082,0.00001815,0.00000000,0,0.00000000,746,749,5,0.00067919
1710594601.29799628,0.00669216,11300,0.00000820,0.00000000,0,0.00000000,749,750,1,0.00050695
1710594601.39812207,0.00786076,11309,0.00002848,0.00000000,0,0.00000000,750,754,5,0.00066515
1710594601.49817967,0.00729263,11045,0.00001325,0.00000000,0,0.00000000,754,756,4,0.00100208
1710594601.59800577,0.00770709,11315,0.00004681,0.00000000,0,0.00000000,756,762,10,0.00065835
1710594601.69796634,0.00695344,11094,0.00001290,0.00000000,0,0.00000000,762,765,3,0.00053713
1710594601.79810762,0.00765591,11068,0.00001548,0.00000000,0,0.00000000,765,768,4,0.00064411
1710594601.89800167,0.00647917,11304,0.00000858,0.00000000,0,0.00000000,768,770,4,0.00054711
1710594601.99797678,0.00671071,11002,0.00000914,0.00000000,0,0.00000000,770,772,2,0.00059169
1710594602.09809566,0.00519783,11173,0.00001189,0.00000000,0,0.00000000,772,774,3,0.00079285
1710594602.19803357,0.00661311,11267,0.00000241,0.00000000,0,0.00000000,774,775,1,0.00056527
1710594602.29814434,0.00735445,11089,0.00001193,0.00000000,0,0.00000000,775,778,3,0.00063536
1710594602.39816999,0.00292469,11243,0.00000964,0.00000000,0,0.00000000,778,781,6,0.00059530
1710594602.49818420,0.00727210,11170,0.00000587,0.00000000,0,0.00000000,781,782,3,0.00054463
1710594602.59816241,0.00743435,10946,0.00000544,0.00000000,0,0.00000000,782,783,2,0.00054981
1710594602.69811249,0.00773383,11098,0.00001011,0.00000000,0,0.00000000,783,784,2,0.00060468
1710594602.79805636,0.00620590,11068,0.00000722,0.00000000,0,0.00000000,784,785,1,0.00046774
1710594602.89799976,0.00863690,10930,0.00004235,0.00000000,0,0.00000000,785,783,3,0.00052091
1710594602.99808979,0.00708098,11289,0.00001491,0.00000000,0,0.00000000,783,783,4,0.00060077
1710594603.09805608,0.00754908,10962,0.00001604,0.00000000,0,0.00000000,783,785,4,0.00076739
1710594603.19816613,0.00795912,11037,0.00001561,0.00000000,0,0.00000000,785,788,4,0.00077813
1710594603.29811668,0.00765446,11197,0.00001694,0.00000000,0,0.00000000,788,791,5,0.00060205
1710594603.39806652,0.00788563,10909,0.00000388,0.00000000,0,0.00000000,791,791,1,0.00071527
1710594603.49801111,0.00811919,11067,0.00001586,0.00000000,0,0.00000000,791,794,5,0.00069711
1710594603.59814000,0.00733471,11066,0.00003993,0.00000000,0,0.00000000,794,786,2,0.00076020
1710594603.69813037,0.00631893,10879,0.00001271,0.00000000,0,0.00000000,786,784,3,0.00076491
1710594603.79803085,0.00775285,11048,0.00001685,0.00000000,0,0.00000000,784,787,3,0.00066585
1710594603.89814496,0.00683297,11050,0.00000918,0.00000000,0,0.00000000,787,790,3,0.00080696
1710594603.99816608,0.00635871,11044,0.00001118,0.00000000,0,0.00000000,790,790,2,0.00058195
1710594604.09819603,0.00795066,11033,0.00003578,0.00000000,0,0.00000000,790,791,7,0.00064022
1710594604.19815278,0.00785546,11000,0.00000835,0.00000000,0,0.00000000,791,791,3,0.00065191
1710594604.29805994,0.00792940,10912,0.00001848,0.00000000,0,0.00000000,791,795,5,0.00070682
1710594604.39804602,0.00699267,11072,0.00002009,0.00000000,0,0.00000000,795,799,6,0.00068777
1710594604.49828792,0.00715999,10971,0.00001093,0.00000000,0,0.00000000,799,801,3,0.00058463
1710594604.59806466,0.00733261,10984,0.00001164,0.00000000,0,0.00000000,801,803,4,0.00066881
1710594604.69825792,0.00692185,10963,0.00000794,0.00000000,0,0.00000000,803,804,2,0.00074446
1710594604.79817438,0.00777038,10822,0.00001782,0.00000000,0,0.00000000,804,807,5,0.00075436
1710594604.89808202,0.00681336,11154,0.00001803,0.00000000,0,0.00000000,807,807,3,0.00065232
1710594604.99819326,0.00721817,11053,0.00002464,0.00000000,0,0.00000000,807,807,5,0.00076898
1710594605.09817171,0.00628442,10877,0.00001612,0.00000000,0,0.00000000,807,807,5,0.00066669
1710594605.19809270,0.00712632,11127,0.00002220,0.00000000,0,0.00000000,807,806,5,0.00052321
1710594605.29820943,0.00686955,10949,0.00001350,0.00000000,0,0.00000000,806,803,3,0.00046745
1710594605.39820814,0.00731616,10904,0.00001254,0.00000000,0,0.00000000,803,805,3,0.00065685
1710594605.49810886,0.00767491,11108,0.00001242,0.00000000,0,0.00000000,805,807,4,0.00062857
1710594605.59822917,0.00532989,10879,0.00000738,0.00000000,0,0.00000000,807,810,3,0.00055107
1710594605.69815135,0.00702845,11040,0.00001598,0.00000000,0,0.00000000,810,813,3,0.00050058
1710594605.79813051,0.00622810,11107,0.00000535,0.00000000,0,0.00000000,813,814,3,0.00075542
1710594605.89806795,0.00640184,10919,0.00001896,0.00000000,0,0.00000000,814,809,3,0.00065285
1710594605.99815845,0.00805914,11078,0.00003305,0.00000000,0,0.00000000,809,809,6,0.00059977
1710594606.09812784,0.00375560,11132,0.00000985,0.00000000,0,0.00000000,809,811,4,0.00076833
1710594606.19818830,0.00699395,10967,0.00001425,0.00000000,0,0.00000000,811,815,6,0.00080894
1710594606.29820919,0.00646012,11037,0.00001466,0.00000000,0,0.00000000,815,819,5,0.00052691
1710594606.39811325,0.00823216,11058,0.00001772,0.00000000,0,0.00000000,819,822,4,0.00071611
1710594606.49810076,0.00748838,11058,0.00000050,0.00000000,0,0.00000000,822,822,0,0.00037398
1710594606.59819698,0.00782083,11062,0.00003941,0.00000000,0,0.00000000,822,819,6,0.00070651
1710594606.69810438,0.00698359,10927,0.00001438,0.00000000,0,0.00000000,819,822,3,0.00071361
